class,Left_THUMB_CMC_x,Left_THUMB_CMC_y,Left_THUMB_CMC_z,Left_THUMB_MCP_x,Left_THUMB_MCP_y,Left_THUMB_MCP_z,Left_THUMB_IP_x,Left_THUMB_IP_y,Left_THUMB_IP_z,Left_THUMB_TIP_x,Left_THUMB_TIP_y,Left_THUMB_TIP_z,Left_INDEX_FINGER_MCP_x,Left_INDEX_FINGER_MCP_y,Left_INDEX_FINGER_MCP_z,Left_INDEX_FINGER_PIP_x,Left_INDEX_FINGER_PIP_y,Left_INDEX_FINGER_PIP_z,Left_INDEX_FINGER_DIP_x,Left_INDEX_FINGER_DIP_y,Left_INDEX_FINGER_DIP_z,Left_INDEX_FINGER_TIP_x,Left_INDEX_FINGER_TIP_y,Left_INDEX_FINGER_TIP_z,Left_MIDDLE_FINGER_MCP_x,Left_MIDDLE_FINGER_MCP_y,Left_MIDDLE_FINGER_MCP_z,Left_MIDDLE_FINGER_PIP_x,Left_MIDDLE_FINGER_PIP_y,Left_MIDDLE_FINGER_PIP_z,Left_MIDDLE_FINGER_DIP_x,Left_MIDDLE_FINGER_DIP_y,Left_MIDDLE_FINGER_DIP_z,Left_MIDDLE_FINGER_TIP_x,Left_MIDDLE_FINGER_TIP_y,Left_MIDDLE_FINGER_TIP_z,Left_RING_FINGER_MCP_x,Left_RING_FINGER_MCP_y,Left_RING_FINGER_MCP_z,Left_RING_FINGER_PIP_x,Left_RING_FINGER_PIP_y,Left_RING_FINGER_PIP_z,Left_RING_FINGER_DIP_x,Left_RING_FINGER_DIP_y,Left_RING_FINGER_DIP_z,Left_RING_FINGER_TIP_x,Left_RING_FINGER_TIP_y,Left_RING_FINGER_TIP_z,Left_PINKY_MCP_x,Left_PINKY_MCP_y,Left_PINKY_MCP_z,Left_PINKY_PIP_x,Left_PINKY_PIP_y,Left_PINKY_PIP_z,Left_PINKY_DIP_x,Left_PINKY_DIP_y,Left_PINKY_DIP_z,Left_PINKY_TIP_x,Left_PINKY_TIP_y,Left_PINKY_TIP_z,Right_THUMB_CMC_x,Right_THUMB_CMC_y,Right_THUMB_CMC_z,Right_THUMB_MCP_x,Right_THUMB_MCP_y,Right_THUMB_MCP_z,Right_THUMB_IP_x,Right_THUMB_IP_y,Right_THUMB_IP_z,Right_THUMB_TIP_x,Right_THUMB_TIP_y,Right_THUMB_TIP_z,Right_INDEX_FINGER_MCP_x,Right_INDEX_FINGER_MCP_y,Right_INDEX_FINGER_MCP_z,Right_INDEX_FINGER_PIP_x,Right_INDEX_FINGER_PIP_y,Right_INDEX_FINGER_PIP_z,Right_INDEX_FINGER_DIP_x,Right_INDEX_FINGER_DIP_y,Right_INDEX_FINGER_DIP_z,Right_INDEX_FINGER_TIP_x,Right_INDEX_FINGER_TIP_y,Right_INDEX_FINGER_TIP_z,Right_MIDDLE_FINGER_MCP_x,Right_MIDDLE_FINGER_MCP_y,Right_MIDDLE_FINGER_MCP_z,Right_MIDDLE_FINGER_PIP_x,Right_MIDDLE_FINGER_PIP_y,Right_MIDDLE_FINGER_PIP_z,Right_MIDDLE_FINGER_DIP_x,Right_MIDDLE_FINGER_DIP_y,Right_MIDDLE_FINGER_DIP_z,Right_MIDDLE_FINGER_TIP_x,Right_MIDDLE_FINGER_TIP_y,Right_MIDDLE_FINGER_TIP_z,Right_RING_FINGER_MCP_x,Right_RING_FINGER_MCP_y,Right_RING_FINGER_MCP_z,Right_RING_FINGER_PIP_x,Right_RING_FINGER_PIP_y,Right_RING_FINGER_PIP_z,Right_RING_FINGER_DIP_x,Right_RING_FINGER_DIP_y,Right_RING_FINGER_DIP_z,Right_RING_FINGER_TIP_x,Right_RING_FINGER_TIP_y,Right_RING_FINGER_TIP_z,Right_PINKY_MCP_x,Right_PINKY_MCP_y,Right_PINKY_MCP_z,Right_PINKY_PIP_x,Right_PINKY_PIP_y,Right_PINKY_PIP_z,Right_PINKY_DIP_x,Right_PINKY_DIP_y,Right_PINKY_DIP_z,Right_PINKY_TIP_x,Right_PINKY_TIP_y,Right_PINKY_TIP_z
Y,-0.058902145,-0.085125237,0.062461137,-0.080250383,-0.165617168,0.090285666,-0.094123006,-0.202520042,0.101121224,-0.098777771,-0.241436034,0.109481446,-0.038878799,-0.233973503,0.093723833,-0.032758236,-0.326607063,0.109479583,-0.026989043,-0.389026716,0.11228536,-0.021514118,-0.443705871,0.111706055,-0.028313816,-0.243286967,0.054973732,-0.024153114,-0.343215495,0.070357851,-0.022067309,-0.412124395,0.072663046,-0.016239465,-0.469774842,0.071215942,-0.030876697,-0.243714898,0.015565186,-0.025540293,-0.350433483,0.024934783,-0.025799454,-0.422448724,0.02665534,-0.02359736,-0.479643136,0.024554852,-0.05128342,-0.240635454,-0.02065596,-0.044669092,-0.329878881,-0.01667687,-0.03760475,-0.393337562,-0.014707264,-0.030636609,-0.446248993,-0.015834435,0.014014601,-0.127080649,-0.017170811,0.00075221,-0.236840397,-0.030477933,-0.001252115,-0.338725805,-0.041220711,0.005756378,-0.416778102,-0.051274566,-0.1224612,-0.229957491,-0.035118842,-0.198451639,-0.32440722,-0.043397164,-0.244683326,-0.377767816,-0.049604391,-0.280332476,-0.420362249,-0.054825956,-0.168277204,-0.16835311,-0.02547707,-0.16833368,-0.23037678,-0.024869386,-0.13737005,-0.219827473,-0.01870769,-0.111787916,-0.19214046,-0.016930202,-0.177443654,-0.105759919,-0.014333297,-0.170377642,-0.170390516,-0.01254949,-0.145030916,-0.159670323,-0.002212329,-0.123392046,-0.131860316,0.002235489,-0.174698174,-0.057214975,-0.003991797,-0.168534458,-0.110617518,0.003145699,-0.145455301,-0.100894332,0.017643843,-0.124587238,-0.078934848,0.028023802
Y,-0.052191317,-0.075759411,0.065445392,-0.077485561,-0.157544136,0.096497989,-0.093347549,-0.199238599,0.109211123,-0.099897802,-0.240841955,0.11954484,-0.029290557,-0.229721934,0.104682713,-0.025905132,-0.323264182,0.125861547,-0.024509132,-0.384228543,0.132221631,-0.023732901,-0.437354908,0.133131108,-0.01457262,-0.242312253,0.063443399,-0.011599124,-0.342593983,0.081936187,-0.012579381,-0.411734194,0.083892389,-0.009452939,-0.467809528,0.081716603,-0.016302705,-0.246995062,0.021234871,-0.013412774,-0.357677534,0.031493402,-0.01697892,-0.432452157,0.031047175,-0.017404199,-0.489131063,0.027322546,-0.04045254,-0.249559075,-0.017573812,-0.039981782,-0.343454227,-0.013835628,-0.03697598,-0.410739258,-0.013683313,-0.032864332,-0.468049556,-0.016333324,0.027029753,-0.10468629,-0.004013051,0.015036225,-0.217490643,-0.008325034,-0.010146439,-0.297480852,-0.009750287,-0.029648543,-0.333976671,-0.010676699,-0.036913812,-0.283793688,-0.037449184,-0.12581408,-0.383707777,-0.052974339,-0.184377641,-0.43807286,-0.066346734,-0.225042194,-0.476554275,-0.07652828,-0.08602047,-0.256871045,-0.035892676,-0.158689797,-0.312228203,-0.040975697,-0.165698737,-0.294943243,-0.040329165,-0.161355943,-0.269383222,-0.043408922,-0.121190787,-0.218825311,-0.032447542,-0.164594323,-0.252639115,-0.031708512,-0.140016616,-0.212247908,-0.023009979,-0.10949409,-0.176102609,-0.020824704,-0.142051548,-0.186418832,-0.029413606,-0.165249586,-0.216378808,-0.028649221,-0.147646606,-0.181761861,-0.020358437,-0.125681967,-0.15268594,-0.014760051
Y,-0.050270736,-0.091527551,0.064946215,-0.074466109,-0.171717376,0.095716226,-0.091989636,-0.206607699,0.108964953,-0.099489569,-0.243262351,0.119798335,-0.029472291,-0.234082192,0.099854591,-0.027156234,-0.321354032,0.117587979,-0.027065158,-0.381556928,0.121504094,-0.027107835,-0.432950825,0.121278684,-0.019069254,-0.241973192,0.059875976,-0.015545189,-0.338465452,0.074715111,-0.016692817,-0.406648859,0.075256179,-0.01482439,-0.461764634,0.072854805,-0.022391557,-0.243528485,0.019298011,-0.017129779,-0.349593312,0.026640962,-0.019614756,-0.422424927,0.025838575,-0.020531475,-0.478165418,0.02286153,-0.044808328,-0.243302077,-0.017669496,-0.040558934,-0.33612442,-0.01699346,-0.0370242,-0.400592998,-0.017263255,-0.032908976,-0.453757316,-0.019280885,0.010862768,-0.126659423,-0.031977905,-0.001277328,-0.241328627,-0.048577239,-0.009013116,-0.331587702,-0.06036433,-0.010520041,-0.393516615,-0.070833938,-0.12646699,-0.231626123,-0.047965819,-0.198021144,-0.322284102,-0.068856703,-0.244895637,-0.377487465,-0.085340181,-0.282066226,-0.422478214,-0.097774977,-0.167740703,-0.164092689,-0.037120858,-0.166178465,-0.206043034,-0.053675273,-0.130555391,-0.189980805,-0.057029733,-0.103936017,-0.164354324,-0.059384076,-0.174428433,-0.096639007,-0.026897134,-0.169398606,-0.144024133,-0.040551712,-0.141336918,-0.133808851,-0.033370839,-0.119776011,-0.109878659,-0.027906166,-0.166658461,-0.039917499,-0.019121654,-0.159835816,-0.080447435,-0.025101879,-0.134456337,-0.072596669,-0.013836716,-0.113971114,-0.052200377,-0.003377637
Y,-0.056701958,-0.085328161,0.062758763,-0.076737285,-0.16996482,0.092119587,-0.091038346,-0.2108424,0.104184647,-0.095845878,-0.250447094,0.113955853,-0.02926898,-0.237247198,0.098202896,-0.025677919,-0.329429239,0.114551355,-0.023181438,-0.392571359,0.117787284,-0.021089494,-0.446818336,0.117084277,-0.017396688,-0.244395762,0.058688742,-0.014333248,-0.342696905,0.073146683,-0.014520288,-0.410990402,0.073879813,-0.011704981,-0.468511849,0.071300645,-0.019484878,-0.244710177,0.018231695,-0.014611363,-0.350256115,0.025674111,-0.017394662,-0.421906486,0.025663299,-0.018630505,-0.478227943,0.022758727,-0.04037863,-0.243812382,-0.019056105,-0.036583602,-0.33359529,-0.017401715,-0.033453167,-0.395469143,-0.017170322,-0.029765666,-0.447712391,-0.019421094,0.026341855,-0.141254008,-0.014676078,0.019739032,-0.270020306,-0.021587859,0.016957044,-0.372294143,-0.026070372,0.025118708,-0.448609531,-0.028538742,-0.106374979,-0.258608311,-0.027918042,-0.178572297,-0.355520382,-0.031631819,-0.227895439,-0.406472444,-0.036606225,-0.266090751,-0.447109118,-0.044280215,-0.154224187,-0.192733347,-0.021824111,-0.147601307,-0.24130997,-0.022637184,-0.117777705,-0.234780907,-0.022214708,-0.092209578,-0.215342074,-0.026893276,-0.164575577,-0.12747097,-0.014215215,-0.154712767,-0.19324246,-0.014206246,-0.128163934,-0.198203027,-0.003818216,-0.103414715,-0.18029803,-0.00048715,-0.158430577,-0.080195904,-0.007736878,-0.144310177,-0.15742293,-0.005962077,-0.123148561,-0.174187809,0.005399016,-0.104673147,-0.172598123,0.013151026
Y,-0.058684051,-0.084308803,0.061350694,-0.080848575,-0.169267207,0.091861269,-0.094237447,-0.214168787,0.103924511,-0.101381243,-0.253383011,0.113935707,-0.031329334,-0.230896234,0.111265553,-0.026277841,-0.320366412,0.130898325,-0.021672488,-0.380256325,0.134021981,-0.017874003,-0.432293966,0.132935075,-0.021150649,-0.24418354,0.072542584,-0.012872398,-0.339938879,0.090909747,-0.011859656,-0.40314348,0.089652544,-0.007820249,-0.457120165,0.085432803,-0.025252104,-0.24848786,0.03179797,-0.016137362,-0.350998491,0.042574832,-0.018304408,-0.419484123,0.041173006,-0.019114554,-0.474975705,0.036949275,-0.047987283,-0.249470919,-0.006245776,-0.042062164,-0.338864088,-0.000866197,-0.041140795,-0.399052694,0.000943522,-0.04058081,-0.452316046,-0.000523115,0.033279359,-0.122968793,-0.023429016,0.022073149,-0.241306007,-0.029173826,-0.000369847,-0.321460724,-0.029710314,-0.018535376,-0.363579989,-0.02813919,-0.056947649,-0.2876122,-0.0309182,-0.140315593,-0.381221295,-0.04235497,-0.19696194,-0.436795146,-0.055864929,-0.237533272,-0.481264174,-0.065776734,-0.10850823,-0.248264224,-0.018237472,-0.174018801,-0.323646814,-0.017749783,-0.204831332,-0.370594547,-0.025603148,-0.224155784,-0.39944546,-0.035225323,-0.136757165,-0.198499144,-0.005361483,-0.16742307,-0.245050848,-0.000907944,-0.143157155,-0.227369488,-0.001394673,-0.112131119,-0.200164974,-0.003908329,-0.150458396,-0.155056447,0.004936898,-0.155910462,-0.190357596,0.011670452,-0.138048768,-0.173323483,0.017804614,-0.115022719,-0.148432732,0.022093644
Y,-0.04997009,-0.089591086,0.066049228,-0.073216677,-0.168941975,0.096940296,-0.090990067,-0.206632048,0.110828767,-0.100075245,-0.243649692,0.122620495,-0.031447828,-0.242455781,0.098416241,-0.032013178,-0.329946056,0.116964879,-0.031795144,-0.390169949,0.122222701,-0.031078041,-0.441672668,0.122972125,-0.021748185,-0.248799444,0.058767477,-0.019587338,-0.346098349,0.075009683,-0.020134389,-0.411985621,0.078826072,-0.017793715,-0.46561721,0.078674274,-0.0261935,-0.247329116,0.018696124,-0.021705925,-0.35291791,0.028031718,-0.022756636,-0.423094392,0.03077068,-0.021976292,-0.478202194,0.029566223,-0.050099373,-0.246255607,-0.017763901,-0.044970453,-0.337213382,-0.016977213,-0.040175319,-0.399834767,-0.016492247,-0.034740984,-0.452663988,-0.017902039,0.029145241,-0.139819413,0.005895535,0.019743681,-0.263367534,0.008388966,0.012414217,-0.352559775,0.008590457,0.019698918,-0.414870545,0.009695164,-0.103982747,-0.274725646,-0.008176667,-0.172384948,-0.368831694,-0.00670445,-0.221701443,-0.419146821,-0.007521141,-0.258012414,-0.460279077,-0.012121448,-0.156230569,-0.219475687,-0.0100083,-0.142347992,-0.264505684,-0.005651517,-0.112085104,-0.246158004,-0.001589428,-0.090627492,-0.221616149,-0.003544093,-0.169369519,-0.156268716,-0.008695907,-0.150236219,-0.217886359,-0.003408015,-0.1247859,-0.215620577,0.008670162,-0.104550481,-0.192617357,0.012589112,-0.166797638,-0.107487321,-0.006827811,-0.139819682,-0.179914951,0.000199929,-0.117026806,-0.195988029,0.013088172,-0.10096544,-0.193527073,0.021482219
Y,-0.04167223,-0.100438536,0.064676521,-0.066901743,-0.182272077,0.09138046,-0.084975064,-0.214058847,0.10098542,-0.093914211,-0.244997919,0.107994882,-0.030040503,-0.231146127,0.085126904,-0.027995408,-0.322551489,0.09605368,-0.02248174,-0.386305765,0.09670767,-0.016590536,-0.442056388,0.095339199,-0.021773756,-0.238825739,0.044929118,-0.016430378,-0.334217802,0.05393709,-0.013331532,-0.404313952,0.052906362,-0.006528854,-0.463860155,0.049952654,-0.028126538,-0.2393955,0.005268395,-0.018882036,-0.343663604,0.009518617,-0.01622498,-0.416554943,0.00824711,-0.011917651,-0.475342393,0.005035591,-0.052617073,-0.236572445,-0.030412173,-0.043199837,-0.327799678,-0.031017246,-0.036587775,-0.392724395,-0.031649156,-0.029528618,-0.448424846,-0.033918901,-0.048191607,-0.11062479,-0.028261291,-0.060699165,-0.259133398,-0.031388536,-0.058971673,-0.369520068,-0.026344793,-0.047449798,-0.418049633,-0.020247305,0.064727545,-0.311939478,-0.035105307,0.073969722,-0.465707153,-0.031964872,0.079974592,-0.551616966,-0.026899548,0.087427914,-0.617963403,-0.024739437,0.115786075,-0.281001448,-0.013143395,0.061098337,-0.357605934,-0.012069737,0.017657935,-0.329765737,-0.004209302,0.001778662,-0.287137985,0.00224818,0.138960361,-0.240747928,0.009931822,0.088748455,-0.306741714,0.008622202,0.049723387,-0.291644036,0.011417918,0.030938566,-0.256214678,0.014280897,0.146987617,-0.206981539,0.032467034,0.103559434,-0.263957321,0.035670563,0.069462538,-0.253299653,0.042516339,0.054826438,-0.216480434,0.049959615
Y,-0.049320579,-0.103883564,0.025398932,-0.074488104,-0.191147029,0.030635292,-0.094115198,-0.235870212,0.027550476,-0.113593757,-0.257284492,0.023679504,-0.052659154,-0.242245674,0.02635923,-0.071358919,-0.341938451,0.021272853,-0.078355849,-0.406232565,0.012133818,-0.079798758,-0.465070963,0.004987901,-0.039166272,-0.239549994,0.006174112,-0.02980268,-0.325676828,0.001243061,-0.024230719,-0.385078236,-0.006646684,-0.01289165,-0.435561955,-0.013815305,-0.034048915,-0.233152717,-0.013716026,-0.014599562,-0.333341747,-0.019449754,-0.009535373,-0.406868636,-0.024055855,-0.000447572,-0.463219464,-0.028128969,-0.045040906,-0.227579236,-0.03188536,-0.024415613,-0.319240078,-0.034345597,-0.014030397,-0.384150654,-0.032831125,-0.003250361,-0.440203219,-0.032574125,0.044643462,-0.070730507,-0.006548647,0.039359689,-0.168177664,-0.011993233,0.01342237,-0.247285873,-0.01374703,-0.008937537,-0.276026756,-0.013374169,0.007446826,-0.301895917,-0.032550979,-0.060510933,-0.404145211,-0.060944099,-0.1147224,-0.469300449,-0.08820128,-0.153986454,-0.516674817,-0.108085174,-0.042060554,-0.298897147,-0.029357915,-0.103800922,-0.26871872,-0.046371877,-0.099901765,-0.196326524,-0.049096848,-0.0824005,-0.140584946,-0.050837874,-0.082878619,-0.261009812,-0.0258303,-0.114532679,-0.233358502,-0.035229735,-0.098181337,-0.172338486,-0.024067241,-0.074164539,-0.126841456,-0.017413532,-0.113041281,-0.213428289,-0.023026451,-0.127571016,-0.190405816,-0.025354633,-0.114933818,-0.1359635,-0.012240138,-0.097100734,-0.102991104,-0.000677692
Y,0.000569999,-0.135963738,-0.02221302,-0.002725125,-0.259057224,-0.038915942,0.016380965,-0.35135901,-0.0543093,0.031955003,-0.415109292,-0.068936831,-0.112051487,-0.249520689,-0.049316394,-0.187500984,-0.345778018,-0.076541847,-0.239916474,-0.393407717,-0.095779314,-0.284272671,-0.437889323,-0.110897346,-0.149347782,-0.192291915,-0.049915976,-0.169993937,-0.230820477,-0.082828804,-0.135408938,-0.200418293,-0.092136576,-0.097804249,-0.173550099,-0.095575354,-0.158954859,-0.131837487,-0.051147665,-0.154547215,-0.196174353,-0.079488522,-0.113241196,-0.186822206,-0.074550456,-0.075451672,-0.168851554,-0.067079938,-0.154372514,-0.078526914,-0.054382927,-0.16448313,-0.143505722,-0.072352945,-0.139359475,-0.148225486,-0.067693583,-0.108357847,-0.144298345,-0.060879993,-0.048361063,-0.088736415,-0.034896484,-0.061908721,-0.213036775,-0.038298289,-0.063847839,-0.306373715,-0.029743044,-0.049221515,-0.356591761,-0.019511736,0.059963763,-0.256293058,-0.049021004,0.072513521,-0.404612094,-0.048667873,0.080371201,-0.489149391,-0.04601246,0.088150084,-0.55627647,-0.044606643,0.103614212,-0.226317405,-0.019147728,0.046981574,-0.3090083,-0.015083844,-0.003733933,-0.286355674,-0.00286672,-0.01904267,-0.246806264,0.005787283,0.120275319,-0.194253862,0.011352298,0.068721295,-0.26903361,0.009975667,0.024868846,-0.257640481,0.013611953,0.007904888,-0.224755346,0.017495,0.123628736,-0.172205209,0.041541946,0.082790673,-0.235250711,0.042764419,0.045011104,-0.229555606,0.048734458,0.029738605,-0.198852062,0.055741837
Y,0.018812716,-0.116643369,-0.039326818,0.017016351,-0.219999701,-0.069180068,0.034345031,-0.323542356,-0.093456966,0.057732105,-0.398898631,-0.117125091,-0.103651345,-0.228154301,-0.074978267,-0.182595074,-0.31679067,-0.107054283,-0.232769727,-0.37495856,-0.128244568,-0.272101342,-0.420116633,-0.141925131,-0.155658334,-0.173528671,-0.062021904,-0.153182864,-0.207594246,-0.081912291,-0.118368685,-0.185464501,-0.076298048,-0.092450797,-0.155038953,-0.071543154,-0.17290163,-0.10782209,-0.050135334,-0.15822643,-0.149173677,-0.067621273,-0.131188333,-0.127978057,-0.05587997,-0.110610783,-0.098518193,-0.046463535,-0.175919473,-0.051359415,-0.041240086,-0.159696758,-0.08513239,-0.051608675,-0.13185215,-0.065543353,-0.040577692,-0.110691845,-0.039870858,-0.029481367,-0.053759992,-0.081966042,-0.036641698,-0.068990141,-0.209230363,-0.041598566,-0.066869408,-0.304687321,-0.035640161,-0.044665843,-0.347833037,-0.028669815,0.057438076,-0.252420902,-0.049483239,0.068628848,-0.397407323,-0.055097837,0.078485191,-0.483993739,-0.055705711,0.086820126,-0.550434589,-0.056151401,0.103111148,-0.227142989,-0.02390041,0.036675036,-0.306270599,-0.03017297,-0.012495339,-0.27796185,-0.021133398,-0.024210036,-0.236381173,-0.012424277,0.120488525,-0.198356092,0.001256985,0.055729985,-0.268027305,-0.010525303,0.016866148,-0.247668087,-0.006632427,0.007002235,-0.212415576,0.000188013,0.123130977,-0.175364852,0.02572427,0.069894314,-0.234058439,0.020458402,0.037513852,-0.219382703,0.026771501,0.029635608,-0.185865342,0.035310552
Y,-0.052893579,-0.099309921,0.054464871,-0.066929638,-0.190535962,0.075638702,-0.069961667,-0.241011679,0.07888688,-0.064587057,-0.289223283,0.079973778,-0.031551599,-0.242015362,0.086306727,-0.021478832,-0.339681208,0.090182958,-0.003246665,-0.398662746,0.083472749,0.017113924,-0.448711142,0.076754822,-0.02382952,-0.256573856,0.04775119,-0.010601997,-0.357739121,0.051514121,0.004911721,-0.422153249,0.042461267,0.028024972,-0.470578968,0.032923741,-0.027221382,-0.260878712,0.007320436,-0.009521723,-0.362296298,0.011279326,0.004838646,-0.418343991,0.006098075,0.024019837,-0.460420355,-0.00178378,-0.041841745,-0.257424503,-0.031198976,-0.027508795,-0.342587799,-0.030068539,-0.016417563,-0.395027488,-0.032734526,-0.002428472,-0.438007533,-0.038196979,-0.04515934,-0.109791219,-0.037390132,-0.055150747,-0.253545642,-0.036128104,-0.052835941,-0.354941368,-0.022056789,-0.035872728,-0.395893812,-0.005438369,0.067075729,-0.302116751,-0.041373603,0.075113654,-0.451705873,-0.038538076,0.082588077,-0.538662284,-0.033900418,0.092784643,-0.607033014,-0.031566564,0.112013578,-0.268024802,-0.011811606,0.048648655,-0.345378756,-0.007841305,-0.00198108,-0.317176878,0.001896468,-0.019689918,-0.272868395,0.0095822,0.129558027,-0.230773449,0.017673248,0.071350753,-0.299271762,0.015410526,0.027690172,-0.283100843,0.014838118,0.008982122,-0.248446822,0.016281776,0.134628475,-0.198844134,0.04622725,0.084687769,-0.258182525,0.045627538,0.047593594,-0.248220563,0.048295412,0.032304406,-0.212762654,0.053623858
Y,-0.057473302,-0.104828596,0.057228079,-0.081250191,-0.194375634,0.083343292,-0.092132032,-0.242572129,0.093011724,-0.096859694,-0.277519077,0.101347292,-0.06340766,-0.246869057,0.089466834,-0.084947169,-0.339313805,0.102947162,-0.09085095,-0.394491434,0.104699971,-0.086308599,-0.445148185,0.102978768,-0.04411906,-0.256122529,0.052057477,-0.028307617,-0.351152912,0.062194014,-0.013759852,-0.411924407,0.058505388,0.007981717,-0.459855959,0.053977011,-0.036688984,-0.256940067,0.013936244,-0.020248473,-0.354091987,0.017385186,-0.011176825,-0.419906869,0.013216669,0.004760503,-0.469484895,0.008291981,-0.046052933,-0.255908102,-0.020995595,-0.036983371,-0.339056104,-0.021229569,-0.027908504,-0.394591912,-0.021442719,-0.013701141,-0.439189881,-0.023304176,-0.04573667,-0.111161411,-0.036096941,-0.057581693,-0.258004784,-0.039468131,-0.05666998,-0.36393106,-0.031984742,-0.043030709,-0.408363938,-0.022422709,0.066502095,-0.310577869,-0.043972212,0.076356948,-0.462560534,-0.046491022,0.080896736,-0.551781714,-0.045207365,0.086809636,-0.622015178,-0.044963418,0.114495039,-0.276867211,-0.018630669,0.049575568,-0.353193044,-0.020877407,0.001338065,-0.323732614,-0.013645938,-0.014652907,-0.279462039,-0.007191018,0.133956433,-0.23854208,0.006757372,0.073982716,-0.305434584,0.000857114,0.033059597,-0.288126528,0.002686087,0.01482451,-0.252673864,0.005960221,0.139369607,-0.205426514,0.030846435,0.089181364,-0.263343274,0.028199312,0.053616941,-0.251594364,0.032915582,0.038842738,-0.215400696,0.040174016
Y,0.005547524,-0.137482285,-0.00887288,-0.00462228,-0.262931227,-0.021013049,0.007575631,-0.363411247,-0.032331863,0.032402635,-0.43572925,-0.043283047,-0.100896418,-0.261562615,-0.032170431,-0.190898478,-0.354228794,-0.04424492,-0.246974289,-0.407851889,-0.05287321,-0.28916645,-0.454965114,-0.061818657,-0.134892642,-0.211191207,-0.030676877,-0.204763054,-0.245182514,-0.038838596,-0.185885638,-0.222701072,-0.033731365,-0.151404798,-0.188825696,-0.03244665,-0.148712515,-0.153394967,-0.028478613,-0.193003654,-0.208315372,-0.036792481,-0.173928499,-0.196984887,-0.02527593,-0.144179582,-0.169438719,-0.018480161,-0.153027355,-0.108025252,-0.026503778,-0.168453991,-0.162178635,-0.03011094,-0.147951662,-0.161383062,-0.021307714,-0.123850643,-0.15123561,-0.015168857,-0.046718895,-0.111935973,-0.033810711,-0.054984868,-0.255306244,-0.035258858,-0.049824148,-0.355480552,-0.024734669,-0.029601335,-0.394663394,-0.012239668,0.06835717,-0.29868567,-0.043658162,0.081415594,-0.450876177,-0.043212006,0.088369548,-0.540184558,-0.042028888,0.096995592,-0.609619379,-0.042340512,0.115733206,-0.259211123,-0.014670325,0.064386368,-0.348220825,-0.005074428,0.01365906,-0.330216825,0.008345826,-0.005567253,-0.289592445,0.015802713,0.133405864,-0.215109706,0.014448492,0.090674162,-0.295173645,0.017478954,0.048592746,-0.287198603,0.019625038,0.028956533,-0.253003717,0.020355533,0.137522101,-0.178619206,0.043056233,0.101437092,-0.244080663,0.047187702,0.066506088,-0.240307868,0.052419321,0.050546527,-0.205526829,0.057490172
Y,-0.066770554,-0.077174962,0.014589419,-0.105920375,-0.162700176,0.016003051,-0.132707358,-0.211972922,0.010176722,-0.15032202,-0.240879804,0.003412707,-0.043240369,-0.234055579,0.020460946,-0.0379197,-0.331256911,0.010773918,-0.02214247,-0.390650615,-0.003439802,-0.005552232,-0.445111364,-0.014727559,-0.024148882,-0.239608347,0.002194906,-0.007509113,-0.326247007,-0.005210779,0.007765114,-0.389230162,-0.016732976,0.029769182,-0.447662473,-0.027338885,-0.018112064,-0.234318554,-0.017727895,-0.008849204,-0.328443915,-0.026850213,0.000386119,-0.396884471,-0.033938669,0.018985748,-0.451891243,-0.039997485,-0.030401051,-0.224538863,-0.037411307,-0.028793872,-0.305825427,-0.046250914,-0.023783028,-0.362111583,-0.049604439,-0.012789488,-0.410229057,-0.052883357,-0.050628812,-0.112209201,-0.033444318,-0.061571658,-0.262639046,-0.036237392,-0.055393309,-0.371212244,-0.029008194,-0.041158557,-0.411388755,-0.01994169,0.060920119,-0.31341207,-0.040496404,0.070518732,-0.466398358,-0.041027292,0.07496649,-0.554458588,-0.038279425,0.080763101,-0.624002516,-0.037203721,0.110619843,-0.282929301,-0.01629267,0.049612343,-0.360853434,-0.016756348,0.003801286,-0.330733657,-0.008347029,-0.009931148,-0.28635174,-0.00127677,0.131432831,-0.247102141,0.008081104,0.074445068,-0.315629602,0.003796748,0.034367501,-0.297623813,0.006171723,0.018283605,-0.261541903,0.009488518,0.137540102,-0.217385233,0.031450913,0.089561164,-0.277548969,0.031865218,0.05496174,-0.265668869,0.037912478,0.042001247,-0.22871691,0.045312674
