class,Left_THUMB_CMC_x,Left_THUMB_CMC_y,Left_THUMB_CMC_z,Left_THUMB_MCP_x,Left_THUMB_MCP_y,Left_THUMB_MCP_z,Left_THUMB_IP_x,Left_THUMB_IP_y,Left_THUMB_IP_z,Left_THUMB_TIP_x,Left_THUMB_TIP_y,Left_THUMB_TIP_z,Left_INDEX_FINGER_MCP_x,Left_INDEX_FINGER_MCP_y,Left_INDEX_FINGER_MCP_z,Left_INDEX_FINGER_PIP_x,Left_INDEX_FINGER_PIP_y,Left_INDEX_FINGER_PIP_z,Left_INDEX_FINGER_DIP_x,Left_INDEX_FINGER_DIP_y,Left_INDEX_FINGER_DIP_z,Left_INDEX_FINGER_TIP_x,Left_INDEX_FINGER_TIP_y,Left_INDEX_FINGER_TIP_z,Left_MIDDLE_FINGER_MCP_x,Left_MIDDLE_FINGER_MCP_y,Left_MIDDLE_FINGER_MCP_z,Left_MIDDLE_FINGER_PIP_x,Left_MIDDLE_FINGER_PIP_y,Left_MIDDLE_FINGER_PIP_z,Left_MIDDLE_FINGER_DIP_x,Left_MIDDLE_FINGER_DIP_y,Left_MIDDLE_FINGER_DIP_z,Left_MIDDLE_FINGER_TIP_x,Left_MIDDLE_FINGER_TIP_y,Left_MIDDLE_FINGER_TIP_z,Left_RING_FINGER_MCP_x,Left_RING_FINGER_MCP_y,Left_RING_FINGER_MCP_z,Left_RING_FINGER_PIP_x,Left_RING_FINGER_PIP_y,Left_RING_FINGER_PIP_z,Left_RING_FINGER_DIP_x,Left_RING_FINGER_DIP_y,Left_RING_FINGER_DIP_z,Left_RING_FINGER_TIP_x,Left_RING_FINGER_TIP_y,Left_RING_FINGER_TIP_z,Left_PINKY_MCP_x,Left_PINKY_MCP_y,Left_PINKY_MCP_z,Left_PINKY_PIP_x,Left_PINKY_PIP_y,Left_PINKY_PIP_z,Left_PINKY_DIP_x,Left_PINKY_DIP_y,Left_PINKY_DIP_z,Left_PINKY_TIP_x,Left_PINKY_TIP_y,Left_PINKY_TIP_z,Right_THUMB_CMC_x,Right_THUMB_CMC_y,Right_THUMB_CMC_z,Right_THUMB_MCP_x,Right_THUMB_MCP_y,Right_THUMB_MCP_z,Right_THUMB_IP_x,Right_THUMB_IP_y,Right_THUMB_IP_z,Right_THUMB_TIP_x,Right_THUMB_TIP_y,Right_THUMB_TIP_z,Right_INDEX_FINGER_MCP_x,Right_INDEX_FINGER_MCP_y,Right_INDEX_FINGER_MCP_z,Right_INDEX_FINGER_PIP_x,Right_INDEX_FINGER_PIP_y,Right_INDEX_FINGER_PIP_z,Right_INDEX_FINGER_DIP_x,Right_INDEX_FINGER_DIP_y,Right_INDEX_FINGER_DIP_z,Right_INDEX_FINGER_TIP_x,Right_INDEX_FINGER_TIP_y,Right_INDEX_FINGER_TIP_z,Right_MIDDLE_FINGER_MCP_x,Right_MIDDLE_FINGER_MCP_y,Right_MIDDLE_FINGER_MCP_z,Right_MIDDLE_FINGER_PIP_x,Right_MIDDLE_FINGER_PIP_y,Right_MIDDLE_FINGER_PIP_z,Right_MIDDLE_FINGER_DIP_x,Right_MIDDLE_FINGER_DIP_y,Right_MIDDLE_FINGER_DIP_z,Right_MIDDLE_FINGER_TIP_x,Right_MIDDLE_FINGER_TIP_y,Right_MIDDLE_FINGER_TIP_z,Right_RING_FINGER_MCP_x,Right_RING_FINGER_MCP_y,Right_RING_FINGER_MCP_z,Right_RING_FINGER_PIP_x,Right_RING_FINGER_PIP_y,Right_RING_FINGER_PIP_z,Right_RING_FINGER_DIP_x,Right_RING_FINGER_DIP_y,Right_RING_FINGER_DIP_z,Right_RING_FINGER_TIP_x,Right_RING_FINGER_TIP_y,Right_RING_FINGER_TIP_z,Right_PINKY_MCP_x,Right_PINKY_MCP_y,Right_PINKY_MCP_z,Right_PINKY_PIP_x,Right_PINKY_PIP_y,Right_PINKY_PIP_z,Right_PINKY_DIP_x,Right_PINKY_DIP_y,Right_PINKY_DIP_z,Right_PINKY_TIP_x,Right_PINKY_TIP_y,Right_PINKY_TIP_z
F,-0.044659198,-0.047400355,-0.00076981,-0.107010067,-0.069284021,-0.007023479,-0.149419666,-0.052651941,-0.014997965,-0.171898842,-0.017135918,-0.024686997,-0.138157905,-0.09550786,-0.014790727,-0.197475136,-0.066101193,-0.031023198,-0.235967011,-0.039501786,-0.042916743,-0.266387433,-0.017603278,-0.05145326,-0.134550572,-0.060739994,-0.02495533,-0.188376725,-0.020627975,-0.041542416,-0.201136768,0.000480652,-0.04906792,-0.212054074,0.009626508,-0.053846975,-0.122611583,-0.016660928,-0.034590477,-0.165896714,0.025905133,-0.051437298,-0.149301827,0.032150686,-0.047754364,-0.1324718,0.023746193,-0.042936993,-0.109183491,0.030438304,-0.044432385,-0.144660473,0.057987571,-0.057756254,-0.129398168,0.059184313,-0.052550496,-0.112618924,0.051088334,-0.04592313,0.056765765,0.019403339,0.002546576,0.10107252,0.080980242,-0.009906841,0.112447828,0.147055686,-0.02436533,0.117159575,0.196492672,-0.038023221,0.140626758,0.073159457,-0.038845698,0.176868409,0.16274643,-0.062921839,0.195608765,0.216459334,-0.076412903,0.210088164,0.258906007,-0.084484065,0.116133571,0.085100532,-0.053494653,0.155082733,0.192407131,-0.07931027,0.175296933,0.2617414,-0.090277041,0.189239711,0.315246225,-0.097418333,0.082267851,0.096731782,-0.065129208,0.096435964,0.204510629,-0.081443781,0.081052601,0.198188484,-0.070499355,0.07061851,0.174766481,-0.060217975,0.046226531,0.108205676,-0.077167774,0.057385802,0.191815496,-0.080734434,0.050487697,0.185820222,-0.066305051,0.045712501,0.164182246,-0.054340666
F,-0.049120545,-0.0646106,0.025317749,-0.117082298,-0.08467102,0.033297183,-0.157890141,-0.063775718,0.034437774,-0.1835621,-0.023881554,0.033931295,-0.165908456,-0.105489135,0.022163781,-0.242855251,-0.081831992,0.023239155,-0.282770753,-0.065075219,0.02522118,-0.308708489,-0.058392703,0.027324517,-0.17267406,-0.057083607,0.00297119,-0.260221481,-0.030124307,0.002932478,-0.298971951,-0.011881888,0.003049301,-0.320395887,-0.004095375,0.005173934,-0.166491687,-0.002134979,-0.013659179,-0.212902427,0.041419983,-0.012802472,-0.189459443,0.054357886,-0.005677555,-0.167849362,0.051030755,0.001871339,-0.150180757,0.05564636,-0.028823454,-0.179035425,0.07608068,-0.021575613,-0.158308685,0.080188453,-0.007359617,-0.140038133,0.075049877,0.004891368,0.050171704,0.044815063,0.001086893,0.071808488,0.124181687,-0.013197572,0.059705466,0.191121578,-0.028861293,0.043482125,0.238301575,-0.043845964,0.103341997,0.146390289,-0.046601408,0.116588533,0.248509824,-0.072083147,0.124039948,0.310467481,-0.085949854,0.129966438,0.360280692,-0.093794071,0.071309925,0.14859572,-0.062022914,0.083440006,0.277486264,-0.086756849,0.091856599,0.352519273,-0.096152635,0.099446655,0.41297543,-0.102261328,0.030787349,0.14422965,-0.073715092,0.009980977,0.264979064,-0.091201955,0.003605366,0.23392117,-0.075220802,0.00676933,0.19431597,-0.060552032,-0.010723292,0.13503173,-0.085729205,-0.01955977,0.228714585,-0.090718136,-0.023179113,0.206724286,-0.070635275,-0.0203619,0.175444662,-0.053601404
F,-0.050336242,-0.050694108,0.003928007,-0.109682262,-0.068713427,-0.000604223,-0.153524697,-0.049660922,-0.00840366,-0.177349568,-0.012930513,-0.017682919,-0.14571327,-0.093669534,-0.003497773,-0.199336648,-0.059695781,-0.018722497,-0.230119646,-0.030559361,-0.031737281,-0.252600253,-0.008160592,-0.040703161,-0.146091461,-0.055692196,-0.015035282,-0.193508744,-0.020802796,-0.028540324,-0.208216369,0.000971257,-0.037348738,-0.219689608,0.012967169,-0.043584751,-0.13791889,-0.010469199,-0.026153419,-0.174604476,0.024394631,-0.039040843,-0.164574623,0.031772375,-0.037968596,-0.152369201,0.026894807,-0.035977607,-0.128352642,0.037029862,-0.037409672,-0.159591139,0.060748457,-0.047154637,-0.151582659,0.065232276,-0.043609029,-0.141592622,0.061743676,-0.038846204,0.050096929,0.022165835,-0.006243207,0.084377288,0.088280797,-0.021796275,0.079276949,0.163382172,-0.037808061,0.067455142,0.209434569,-0.054645848,0.11469978,0.073368311,-0.043048829,0.14834243,0.162690818,-0.065109037,0.165722727,0.214680791,-0.078944042,0.18070048,0.257330238,-0.088361323,0.088605105,0.087337196,-0.053466868,0.121114313,0.189099669,-0.076442167,0.142711579,0.258949458,-0.088115737,0.159075915,0.316078364,-0.097128488,0.055599451,0.101513326,-0.061962426,0.072827339,0.213187158,-0.08125937,0.058145195,0.218064189,-0.079649769,0.042587161,0.205038726,-0.07599403,0.02144283,0.114897251,-0.071100444,0.032701432,0.193510413,-0.083135516,0.027870863,0.184553802,-0.078567483,0.020454317,0.162827193,-0.073692151
F,-0.047351837,-0.049097716,0.004294653,-0.10055387,-0.066953897,2.39E-05,-0.138817429,-0.054221809,-0.006931938,-0.159848988,-0.022534191,-0.016038507,-0.136942804,-0.085843861,-0.006996053,-0.188901961,-0.063383996,-0.019907361,-0.221939325,-0.042826533,-0.031934051,-0.248435616,-0.024605512,-0.040217912,-0.139141798,-0.046058595,-0.018491222,-0.192079007,-0.024160742,-0.028066758,-0.231779039,-0.004190802,-0.037508858,-0.266487121,0.014941275,-0.045116009,-0.132629275,-0.001181483,-0.029090041,-0.172925174,0.020565927,-0.03653319,-0.186312258,0.031420648,-0.0375819,-0.195779502,0.037625552,-0.03843507,-0.122666359,0.045758248,-0.039830564,-0.155935704,0.059576214,-0.045300143,-0.160122573,0.062408805,-0.040879628,-0.160704016,0.063338101,-0.036531141,0.057922303,0.018807471,0.001122819,0.098558992,0.077010393,-0.009165884,0.106157779,0.143047929,-0.021802214,0.104560643,0.194724739,-0.033910463,0.135887593,0.067143619,-0.027730616,0.174185633,0.153652131,-0.046493153,0.193470597,0.2040295,-0.057640261,0.209269225,0.243353546,-0.064244582,0.113253176,0.084888756,-0.039955931,0.151146114,0.183493078,-0.056294626,0.173326373,0.248078227,-0.065642408,0.18931204,0.296920121,-0.073262064,0.084159136,0.10179621,-0.050525776,0.106149405,0.201619208,-0.061837832,0.091839373,0.214718342,-0.058831493,0.078071177,0.207747877,-0.055664933,0.054717421,0.117781758,-0.061603087,0.068717628,0.183039308,-0.06423924,0.061631381,0.183306515,-0.056817687,0.053865015,0.170364737,-0.050918146
F,-0.050238013,-0.078015745,0.006934832,-0.130731404,-0.097807705,0.004537684,-0.18452692,-0.049562991,-1.28E-05,-0.208740353,0.007372558,-0.005817835,-0.166241348,-0.125241369,-0.011451191,-0.26413846,-0.080230176,-0.023306142,-0.303341627,-0.051438093,-0.027466083,-0.317546308,-0.035997748,-0.027434904,-0.164938688,-0.061263025,-0.022810252,-0.264631033,-0.023875892,-0.033012772,-0.299506664,-0.002510786,-0.036382033,-0.313787341,0.010202885,-0.036235852,-0.152962267,0.007834971,-0.032361461,-0.219153523,0.050322711,-0.044502551,-0.185783863,0.044782102,-0.039604133,-0.152741432,0.030731201,-0.031756161,-0.134560406,0.075040698,-0.040593995,-0.176599383,0.085277677,-0.048315177,-0.149179339,0.074497402,-0.038660565,-0.125720203,0.062051356,-0.028066369,0.075388521,0.036759317,0.008507831,0.123301327,0.122959703,-0.008156258,0.127203703,0.206588834,-0.028165595,0.12158972,0.276573837,-0.047214375,0.171339393,0.13650921,-0.053821263,0.206588328,0.264752954,-0.085590509,0.226154745,0.340539157,-0.102479917,0.238854826,0.397595286,-0.112268133,0.132685781,0.140485406,-0.075205614,0.16985029,0.295194864,-0.111685527,0.189887762,0.385682702,-0.124676292,0.205523312,0.454686344,-0.132520122,0.083137035,0.145323604,-0.091250171,0.089335173,0.301664114,-0.11242496,0.071269482,0.285096228,-0.09031268,0.062835246,0.247564703,-0.070910593,0.031818211,0.148309916,-0.107538944,0.040785819,0.273187756,-0.110440535,0.034069836,0.273145825,-0.085314793,0.031020701,0.24979049,-0.06436274
F,-0.036908031,-0.064939678,-0.005521586,-0.107716501,-0.081198811,-0.017641399,-0.163570285,-0.040154397,-0.028573932,-0.196258724,0.008914828,-0.040129379,-0.131821931,-0.10260272,-0.045598362,-0.237974048,-0.063839674,-0.064880204,-0.272871852,-0.039459526,-0.068566922,-0.284775198,-0.027705967,-0.068090249,-0.126645387,-0.038301229,-0.05320127,-0.22989136,-0.008092642,-0.074360717,-0.237389505,-0.002277613,-0.074185502,-0.226836741,-0.001211822,-0.069940623,-0.113692761,0.028976858,-0.059099697,-0.177967906,0.069747031,-0.07970218,-0.142772675,0.055355311,-0.072065566,-0.109945417,0.035277963,-0.061764896,-0.098295093,0.089638651,-0.063922856,-0.143007338,0.102838397,-0.077061046,-0.118728876,0.088213206,-0.067906227,-0.096115351,0.072888017,-0.058011238,0.070776284,0.039595277,0.001868359,0.118354976,0.127765373,-0.016786385,0.122781038,0.213787929,-0.037882528,0.117887497,0.280476466,-0.057915311,0.163897455,0.128639564,-0.055714346,0.20164454,0.248794213,-0.090735003,0.224173426,0.326507286,-0.110981128,0.238890171,0.386445359,-0.122484989,0.126297056,0.135751859,-0.075452752,0.165072143,0.284129635,-0.112648479,0.186460137,0.376023487,-0.126670248,0.203909337,0.44862558,-0.134938202,0.078068077,0.143135384,-0.091143376,0.087628931,0.296541766,-0.116404719,0.068642467,0.277482078,-0.096863165,0.058549344,0.239676431,-0.077959708,0.028154194,0.148316458,-0.107468619,0.041679084,0.270677791,-0.11340446,0.033115595,0.260735587,-0.089129142,0.027829408,0.231211886,-0.0684776
F,-0.042853534,-0.074985981,0.005283841,-0.118369579,-0.095272034,-0.002044928,-0.179892778,-0.055654943,-0.010415108,-0.211912811,-0.004961371,-0.019616527,-0.152316987,-0.118650764,-0.030303973,-0.263684273,-0.077794492,-0.045378185,-0.29488641,-0.050655544,-0.047938484,-0.30659306,-0.041586816,-0.04705898,-0.150107741,-0.054559767,-0.041223831,-0.259167373,-0.020169258,-0.055012486,-0.281835019,-0.008840561,-0.053746118,-0.288200736,-0.007565975,-0.050456627,-0.139211476,0.013216317,-0.049375168,-0.20255804,0.057667911,-0.06105997,-0.167511344,0.050685108,-0.051078829,-0.133818865,0.034919679,-0.040782,-0.121911943,0.076253355,-0.056298084,-0.164897144,0.091976881,-0.059873886,-0.1391716,0.083797515,-0.046208228,-0.11530447,0.07269758,-0.034051392,0.067492097,0.035999372,-0.002304153,0.10789752,0.127597093,-0.02366322,0.10193628,0.217948258,-0.046596664,0.089506417,0.27839455,-0.068977467,0.153124153,0.130127579,-0.062915771,0.182264209,0.251629918,-0.097117036,0.199717939,0.325773567,-0.117206573,0.212092757,0.382802158,-0.129882238,0.113462507,0.135214805,-0.081271335,0.147359609,0.283332526,-0.118220515,0.164879441,0.373116225,-0.13278482,0.179831445,0.44611904,-0.142833165,0.064421355,0.139405489,-0.095430381,0.072852283,0.294465154,-0.120530038,0.054311216,0.268014341,-0.100935436,0.045078128,0.226570993,-0.083266541,0.014399886,0.142307102,-0.110660038,0.026440382,0.262170374,-0.118840485,0.02169612,0.245024323,-0.096542447,0.020164013,0.208393395,-0.077971659
F,-0.05078566,-0.07523334,0.007705812,-0.129246235,-0.098638892,0.008035515,-0.188516557,-0.07373637,0.005666997,-0.223930657,-0.035084009,0.002629718,-0.166355252,-0.126195908,-0.006286311,-0.257781744,-0.084986538,-0.016737683,-0.302560985,-0.059083462,-0.020399701,-0.329885542,-0.045892477,-0.021137116,-0.167276322,-0.068333983,-0.0181104,-0.262551665,-0.031735897,-0.029277947,-0.307116031,-0.013790369,-0.032969026,-0.335158765,-0.005518675,-0.032828083,-0.157707691,-0.004768372,-0.028367029,-0.21317631,0.049390137,-0.044122266,-0.181626081,0.050397217,-0.041553,-0.151917874,0.035767555,-0.033994062,-0.140574634,0.058636606,-0.037464106,-0.171639979,0.08376503,-0.048956552,-0.144571662,0.080573499,-0.042694448,-0.122780919,0.066443503,-0.03361818,0.063941777,0.035213634,-0.007507704,0.098163247,0.129536613,-0.03226499,0.085469604,0.22201167,-0.056130444,0.067478538,0.270685479,-0.080432808,0.142534673,0.119642749,-0.075221164,0.165139854,0.239991977,-0.110399758,0.18113029,0.316832587,-0.131727887,0.19357425,0.376121625,-0.144801823,0.102555812,0.120114013,-0.090418083,0.130128265,0.264564022,-0.126414729,0.145001889,0.356562301,-0.141133202,0.156339884,0.427555844,-0.151203496,0.051814884,0.123923793,-0.100728688,0.054433078,0.2726693,-0.12539245,0.04035464,0.257139131,-0.108583597,0.0320822,0.220537021,-0.092770053,0.001267761,0.128300771,-0.111882908,0.012911499,0.242524012,-0.119913755,0.010708809,0.230080351,-0.09775043,0.007705242,0.196710243,-0.079149751
F,-0.039837063,-0.066148579,-0.001164055,-0.119292856,-0.084211945,-0.006917427,-0.177985967,-0.037922442,-0.012671792,-0.209200383,0.012037337,-0.018327251,-0.149616301,-0.115132868,-0.018326314,-0.238572002,-0.076966226,-0.029282111,-0.274448455,-0.054215729,-0.031586932,-0.295766294,-0.044274866,-0.031792575,-0.148415566,-0.059023022,-0.02657783,-0.242552638,-0.027183234,-0.039348637,-0.278249979,-0.013486922,-0.042388981,-0.300658167,-0.006714463,-0.042320313,-0.139113367,0.002624572,-0.033580018,-0.203210175,0.061472118,-0.050518712,-0.169794321,0.059415281,-0.046913245,-0.139863849,0.042831719,-0.039262978,-0.123886764,0.063653529,-0.03972922,-0.163269878,0.092936576,-0.0522533,-0.134558499,0.086178184,-0.045681474,-0.111182034,0.069760919,-0.0371787,0.061397046,0.033570886,-0.00634739,0.096084714,0.124714136,-0.029461757,0.083694577,0.215600938,-0.052515415,0.064596593,0.263200701,-0.076549147,0.142645538,0.117901296,-0.064711903,0.163826048,0.230825395,-0.096933496,0.176208258,0.302541644,-0.117640299,0.1844455,0.359203011,-0.130888802,0.103122532,0.119972021,-0.080319223,0.127929032,0.258971662,-0.111263034,0.14138943,0.34340778,-0.124164683,0.151336074,0.412500948,-0.133958859,0.052997678,0.123141378,-0.092183408,0.055891633,0.27352643,-0.114693781,0.041496277,0.262247801,-0.101857287,0.031246811,0.231510997,-0.090162565,0.001408845,0.12611878,-0.104912584,0.010340035,0.242809922,-0.114733634,0.009847939,0.22959587,-0.097594542,0.008240879,0.196071863,-0.08326563
F,-0.032274187,-0.05997771,0.003997299,-0.07887429,-0.081014037,0.002206279,-0.117471755,-0.074916899,-0.001169404,-0.141166449,-0.051858187,-0.005413234,-0.133798838,-0.100822687,0.000865934,-0.184966803,-0.080117583,-0.006478059,-0.22004062,-0.064678252,-0.015633917,-0.248168856,-0.048052669,-0.022619633,-0.142506242,-0.059724987,-0.007066212,-0.194733948,-0.047613263,-0.011783645,-0.233885348,-0.037859082,-0.017434197,-0.26715824,-0.028786719,-0.022211433,-0.141967952,-0.014864743,-0.014535173,-0.18466866,-0.011717916,-0.017097185,-0.20725146,-0.008385122,-0.01579297,-0.22456342,-0.005587041,-0.015516292,-0.135902047,0.028797984,-0.022392191,-0.169845164,0.016001284,-0.024285166,-0.185761482,0.012290776,-0.019577679,-0.200137139,0.011433065,-0.015272485,0.050421983,0.02532959,-0.012069223,0.072151125,0.08706373,-0.022431111,0.059677303,0.148948789,-0.028771644,0.043445736,0.189368427,-0.035164952,0.074245215,0.093691647,-0.04574199,0.062601984,0.191774071,-0.061455279,0.057069421,0.241260648,-0.069762424,0.052479625,0.280548513,-0.07469394,0.038251907,0.100879252,-0.045209035,0.034602434,0.205214382,-0.05935106,0.031152398,0.270314455,-0.068288781,0.027750999,0.316528917,-0.076129168,0.006641597,0.107514441,-0.042830769,0.010125756,0.201454103,-0.059077781,-0.003676802,0.232031107,-0.069500975,-0.020219892,0.24228704,-0.075238898,-0.015167922,0.114345014,-0.039739855,0.003300101,0.160150469,-0.053835608,0.010012508,0.153535009,-0.059626862,0.008699924,0.139848471,-0.062660798
F,-0.031983316,-0.053839147,0.003801651,-0.077178419,-0.075356841,0.000299508,-0.115808785,-0.05850476,-0.005715927,-0.140450507,-0.031593025,-0.0134833,-0.129645348,-0.090870797,-0.005607077,-0.184792578,-0.075727701,-0.016938908,-0.219350189,-0.060524821,-0.027490928,-0.246115923,-0.045506179,-0.034792846,-0.135692358,-0.045833051,-0.015792615,-0.189052194,-0.032978117,-0.024721356,-0.21392864,-0.018096089,-0.031516583,-0.233356565,-0.007195413,-0.036633132,-0.131874263,0.00094986,-0.025011077,-0.166288257,0.008613765,-0.034770226,-0.156623393,0.010748565,-0.03166612,-0.14511013,0.009705365,-0.027617778,-0.123331487,0.046839297,-0.034252578,-0.159232229,0.036581636,-0.039670398,-0.162971616,0.032467067,-0.032256284,-0.163082212,0.028258264,-0.024950247,0.056542545,0.028443635,-0.003697574,0.077032059,0.099609196,-0.010558478,0.065674453,0.163521826,-0.016065027,0.049324095,0.203698218,-0.021324564,0.091594815,0.116532564,-0.032664059,0.079836487,0.214240551,-0.04513861,0.074589669,0.267986178,-0.052077344,0.070768773,0.309068799,-0.05631694,0.05606842,0.12696892,-0.03612574,0.049891322,0.230650961,-0.047168782,0.045940369,0.301317513,-0.053475385,0.04278168,0.352627873,-0.059226712,0.023377031,0.132015705,-0.037363732,0.03134638,0.215946794,-0.047167284,0.025241017,0.220131755,-0.048991246,0.016370564,0.20754081,-0.049053607,-0.00210175,0.134769499,-0.038258171,0.018580168,0.175388753,-0.045317,0.028739064,0.162630439,-0.044851189,0.031738728,0.142258763,-0.043221494
F,-0.041377306,-0.06021291,0.011814834,-0.08767128,-0.078128457,0.013014108,-0.125905335,-0.067614198,0.010170688,-0.149193943,-0.044493139,0.005958033,-0.142990232,-0.101178527,0.009202296,-0.192660928,-0.076329291,0.003010371,-0.222965747,-0.054907143,-0.005401666,-0.246013224,-0.035362482,-0.011376447,-0.151144087,-0.057796836,-0.002090908,-0.197657347,-0.036560893,-0.004376522,-0.227139563,-0.020135641,-0.009243611,-0.252227098,-0.008596182,-0.013916424,-0.147546768,-0.010201752,-0.012206088,-0.173277259,0.002839923,-0.014254244,-0.161777318,0.004800677,-0.011181951,-0.14775455,0.004769146,-0.008668248,-0.138738215,0.03610003,-0.022267805,-0.155990184,0.029943049,-0.021696392,-0.147588194,0.026915848,-0.014437662,-0.138753414,0.025121868,-0.007735328,0.055932552,0.02323711,-0.006213243,0.080470026,0.094444931,-0.01468893,0.070117414,0.157342196,-0.020445621,0.056538254,0.19488746,-0.026337303,0.087561131,0.107676685,-0.043380197,0.078623176,0.209193647,-0.058469672,0.073621005,0.268305064,-0.067093,0.068011761,0.314560235,-0.071676701,0.048875332,0.120137871,-0.044996735,0.046033264,0.231322468,-0.05843604,0.044345469,0.307025195,-0.066732287,0.041312129,0.360794843,-0.073191494,0.014899493,0.128624678,-0.043395698,0.026817203,0.212419272,-0.054654237,0.026431591,0.212218106,-0.056373876,0.020240456,0.196512521,-0.055555683,-0.008485138,0.134306729,-0.041202951,0.017125875,0.177237154,-0.048727814,0.028643579,0.161378563,-0.046009079,0.030085028,0.139007152,-0.042126071
F,-0.03513062,-0.060447335,0.004927686,-0.083827377,-0.082643867,0.002496685,-0.123989463,-0.071629226,-0.001932802,-0.150217354,-0.044622004,-0.007663364,-0.137448132,-0.102636278,-0.00370753,-0.194478303,-0.084917128,-0.014672916,-0.236151159,-0.068849385,-0.025303134,-0.26808697,-0.051050723,-0.032437991,-0.14530474,-0.061760724,-0.013061212,-0.202271342,-0.047513306,-0.019099244,-0.244891763,-0.033059657,-0.023923262,-0.280225933,-0.021276653,-0.027892936,-0.143802047,-0.016542554,-0.021707696,-0.188573599,-0.008327126,-0.024933522,-0.211708188,-0.000404954,-0.021302919,-0.229340136,0.00547266,-0.019340965,-0.134651184,0.029275656,-0.030845204,-0.164431811,0.017233551,-0.032909803,-0.179508597,0.014888465,-0.026776995,-0.19463715,0.015119791,-0.021179549,0.055608988,0.023109496,-0.013076027,0.078637719,0.088566184,-0.024843886,0.066476643,0.152244747,-0.031402369,0.051041484,0.192215085,-0.038375789,0.076396525,0.097123623,-0.056326357,0.07036078,0.195259333,-0.075435066,0.06596151,0.253939271,-0.086518021,0.060534328,0.299616814,-0.092721858,0.039853454,0.106440127,-0.054489148,0.038100809,0.215817392,-0.071694085,0.034131587,0.288019181,-0.082529941,0.029371321,0.340796829,-0.090934583,0.007741004,0.114204467,-0.04951634,0.015213788,0.210366369,-0.066212566,0.005493552,0.231368363,-0.075175451,-0.009394616,0.230779529,-0.079534331,-0.013484836,0.121803522,-0.043677242,0.011932194,0.167614639,-0.058322166,0.025096476,0.154781163,-0.062755489,0.026874215,0.133725167,-0.064042763
F,-0.029642105,-0.06212312,0.004516387,-0.072034597,-0.087184965,0.002674032,-0.108590901,-0.08748883,-0.001646039,-0.130997836,-0.073366165,-0.006939612,-0.139562428,-0.101722657,0.001134367,-0.193943351,-0.074926734,-0.007514728,-0.229912489,-0.056997359,-0.0167153,-0.258345187,-0.04023093,-0.022882667,-0.147259533,-0.062714338,-0.007129738,-0.199409127,-0.040724873,-0.012564728,-0.235681534,-0.027153194,-0.018347883,-0.266458452,-0.018058598,-0.022783519,-0.144385993,-0.017748415,-0.014721809,-0.175007999,-0.005329728,-0.020121991,-0.167142659,-0.00080949,-0.01762192,-0.156124174,0.001116693,-0.014243073,-0.135893047,0.027877629,-0.022735982,-0.154923618,0.019418955,-0.024917592,-0.150499105,0.016529262,-0.018610471,-0.145932138,0.016916216,-0.011894254,0.055767179,0.02692613,-0.007224027,0.076900125,0.099531025,-0.015012278,0.065026462,0.163876146,-0.020297841,0.050034195,0.202280194,-0.025816931,0.089204401,0.111822397,-0.038598802,0.076789677,0.209932357,-0.052076791,0.071279109,0.266837388,-0.060140901,0.066721141,0.311433703,-0.065127101,0.051913083,0.12185064,-0.040425595,0.045842618,0.226375491,-0.053065241,0.040706217,0.299829334,-0.061606162,0.036084622,0.354366154,-0.069075745,0.018083841,0.127868146,-0.039928988,0.025479436,0.221070498,-0.052873783,0.017155945,0.237228602,-0.059176073,0.004793078,0.231574744,-0.061983623,-0.005875736,0.132844001,-0.038844746,0.017362356,0.183280438,-0.049543746,0.028444827,0.174351245,-0.052102306,0.029839784,0.154152781,-0.052473564
F,-0.038182736,-0.061697423,0.007527387,-0.085318447,-0.084101677,0.004742827,-0.123751819,-0.073322654,-0.00060799,-0.146717072,-0.045515716,-0.0076651,-0.135429323,-0.101244092,-0.002715532,-0.193691165,-0.076764285,-0.013517388,-0.234812916,-0.05764097,-0.02424201,-0.266975403,-0.038196683,-0.031642217,-0.143548429,-0.059440136,-0.013402056,-0.200766504,-0.042820513,-0.019580124,-0.242161185,-0.02952069,-0.025075929,-0.275542975,-0.018722296,-0.029735489,-0.142392815,-0.013394892,-0.023042424,-0.188138664,-0.005063236,-0.025762152,-0.213669867,0.003795207,-0.022874163,-0.232711375,0.010432303,-0.021654617,-0.135100782,0.03283912,-0.032809429,-0.170909346,0.021963418,-0.034190834,-0.190327555,0.019483447,-0.027924467,-0.20815152,0.019143105,-0.022495097,0.055465489,0.02748847,-0.010307419,0.075753152,0.093059659,-0.021389028,0.061332374,0.153156638,-0.029254457,0.045472741,0.187909543,-0.037797418,0.079267203,0.098736524,-0.048167475,0.070157766,0.197440862,-0.06612163,0.064784437,0.253121137,-0.076119661,0.059791833,0.29725939,-0.081698187,0.041768848,0.109171867,-0.049353898,0.038893252,0.216901779,-0.066301547,0.035426855,0.284113049,-0.076127127,0.032322019,0.332878708,-0.083492272,0.008725583,0.116656363,-0.048066154,0.01542893,0.213103056,-0.063887946,0.003797352,0.244916677,-0.071706921,-0.010353476,0.25598824,-0.075356118,-0.013701886,0.121992588,-0.046208646,0.00784704,0.175429046,-0.057602208,0.018332451,0.173283994,-0.060314234,0.019898206,0.161578953,-0.061099779
